validator,va_status
0x935de8757f118383c95372eb7141f10bb05249ac6d41c05a00054be4fc3ac46dfe4cae4c225696d6d4f30fcbca24e14e,Not active. VA is slashed
0xa3063d83b246fa44d0dddf03be8dcbd5ee6c8c96896c454bf7d50245507b3ae89e0a7d1155c32adb28b81278bfd6c85f,Not active. VA is slashed
0x9632961f813a25f495323406e10b0d6d54b607a235b4ed599eaae67169cf07821db16e893d3d0f9482359b11ae45f91e,Not active. VA is slashed
0xacce81ebd45b1f95dd05d65ddc2747122aa628881d0b1b78272fd33a2db68b616ed7423e4c3eed94b0383fdec618742e,Not active. VA is slashed
0xa298b6fa8d1bb8f7bbe0bee552b1b172088f967f98b124b0756b60419ae196aad453e9d55434f42d6e73b94a1ad889a0,Not active. VA is slashed
0xa2372cb42d9fd49e55277815a4051d27c5b4fdfb8709c6c83696dbcc46ec283c962517ec6f9cdab0de62ad9474de3a9d,Not active. VA is slashed
0xb78d71049c8c9367ce4e7f9f3f4349392823107c888912c5fea7bbc424914602bf365da92e417caf0f44719554172e35,Not active. VA is slashed
0x8297035dd23cbc670662dcaa15b56ce0265f1730de7ce208e6d1265380c590d7af275693c2bfdced74f08a27e3e91e50,Not active. VA is slashed
0x87d026cfa194763a5c6590afca9a9819f4b8e5877b3c6245e3e29caeef328578340fc2734cc4dbe1b3ab526941763e6a,Not active. VA is slashed
0x858b4d4e08d724fbfe3c83d95b22e96a95ce5322cceba8f9331d6de49074a92e1595f91e8896ee9cc64c4326a77c48c2,Not active. VA is slashed
0xa113c9f7afceb67c262e07b6dd106891ee67b4192bb2c2d13727af2634738eb9d42dc78ce8a18ae3f08c3c67ee6a5c1e,Not active. VA is slashed
0xad4d20ad6ae7dab512b654a3f268c7af72ced0086241fafd3582a2dd1df13c85e98f1b6f48ce31353e6ba2350a91797f,Not active. VA is slashed
0x942b7e2ba5ca0d34abc03e2e978812da6037de761300546096fe47c820c7d3a618111d7a54297e921ef80f66446c7e3f,Not active. VA is slashed
0xb1e6adf13e2f6c19eee2d265a133e36a32ace2107defb83ae531df7a3aeb834d2938fc01b6a3fd08ca2cbfe51c50b4c3,Not active. VA is slashed
0xb1062338da9e233b51ce52899a525b976a9f3e28265b7da4f9fc9619263963ed5154a0d6075f2f55e39b36605da995d0,Not active. VA is slashed
0x87585f46b757145d9823bfbba9cadbd9b3db50ffe8f825ce37a3e9297d35ff958406fe9ffe88066c7b59781236bc55e1,Not active. VA is slashed
0xa01a238678d8f87d3d2fcb8c17d88ec25fdf10369f54341b5c58e1971f5262782a31f2b94f13db81b9dfe979bccd9dc3,Not active. VA is slashed
0xafd617d7b4a445358173de51daa29cfa51d1f79d5ed978e06acc653d903763b0643e8755f2b4b8c6af100ed025ccf76a,Not active. VA is slashed
0x8ca003dd7bf1774e4a33fbf44eb8ca8fa22603ebc4bb24c4c1c48a3e2929c0445195adf5445e8dd9b4987824632b7bae,Not active. VA is slashed
0x8b94d4224da3b404aa51a9991ee381358897b0fdd71efd0033226be5a620499371ffe5747b798addd63a71332878ed56,Not active. VA is slashed
0x8ae7534cdb3a1968989726fc2f2a6f7026adde49d2672d9dd9024145fdaf6f74fa20ba629a44f6df783f4c3b377144c7,Not active. VA is slashed
0x85fd5189d3383d4a8fd8b5c338bd17bb1110ed7b7d99a1d29db99a9edc647c3adbb8fbadcd3acda30e92a4a0fb62bb66,Not active. VA is slashed
0xa3a52a3b714749bcbcd0fca8f4c9c01a1084c91b2ac7c4283892959eeb66f87c2ac9e19722a135103795f9c6e5586ad4,Not active. VA is slashed
0x82112cd62596bb0cd88951045714b8aa26c07b6a6a91dcc03d6bcfacd3abaa2b0a20512095e4aa38066866c253dc956d,Not active. VA is slashed
0x89179b257e3a1f3df6918965e7c55f643c2725fc629d44dc49c39a78e51881e10403085eea2b9dbc1701f837ceda3780,Not active. VA is slashed
0x9310d6eed77d851287f2f181e18f2bf5c3467c53acbc1ebe471b5226ce14e2372b378f6315d99f2d873c2cc10e42506a,Not active. VA is slashed
0x89212ac94c3c18e3545ea7060913756ca66b3ffd288e6f16c1d8f78a1560a079214ae902d848f7c392fb83535f094a4e,Not active. VA is slashed
0xa1c529f4bfa308d081451da6c4606af9d10e0c8f7c65d401e582097d8d8e490edf2f93cdd3f37b714cd2bfb3e3627816,Not active. VA is slashed
0x81b8c20cc6c3fa786717afc4127a8a1070437b1fd1e98c6a54fbfad0a4659186bece87043a706f769781aa0ec8db02e3,Not active. VA is slashed
0x80e6381af76aadd35db2dc96a28a1590197c3567344b06b6eeef982f998d1f1fac3a9d94a24572d611be165e3289ca58,Not active. VA is slashed
0xa3e8d39a871d227f034500c512f53c2bf9e77a0bbf60422e6ee56209ac0b2e5a8edc5dce3c5ea87d6668defdb51d9618,Not active. VA is slashed
0xaaade2b56f09afdb364931d1e2d44c9ea253f749e1032151a5b2c06aa07633cbde289bf69f8a367e63fca31c73c8637f,Not active. VA is slashed
0x8928a30cc620bb436fd68db4b80bf02b4d2d2cf72d1f9ba1b318211c7486f7a772175ce3ffda2b31424d3f732d0e5d07,Not active. VA is slashed
0xa70ccde0d934dd4b880f6f6b0328e4d00fd61c4da3ea34a171272ee4053768a7cf1f70a5f4b49502be7f30d1a1325ea8,Not active. VA is slashed
0x939f5980f94b4ba78cda18e4c687d0d093a934caa411847a498a6958ddc8c3bda85bea95c68aed4ed3abb59c0918e075,Not active. VA is slashed
0x989baf38582cfa0aceace251e54f5fa8c82697623325e84f7d59c9a0fec7efbbf32a20783526e76491673888ddd19b7d,Not active. VA is slashed
0x846876fed67cfccb51dfefebf9b04c731595804382ef8b5c166ec0ea015733a714e39ac5159e2fe7ef89ec2a45f22617,Not active. VA is slashed
0xb8640ac2891976e659d85d1fc73666a32e0568480dfdec768b4ae8519383149b35b16ff638c2600a7a9cbe248c5aa22b,Not active. VA is slashed
0xb22f4fc99eab05f6d403ec15c7af7df7609882db427cedc651f616883e5ea7987238277259a5af425fa230d8ddb04644,Not active. VA is slashed
0xa678180d14682c6b996e3e015d9b02563c2408f753091bbd71ed27e41e700141b5f6b384859ff58240bdbf58eba77030,Not active. VA is slashed
0xa6939433abfbd3ce18f0eb4e9d30b8b17401aa4985fe68e41727cec6712dbcee2c4de1ee48e28760f4cbec5545a2b9da,Not active. VA is slashed
0xa45d6b9f534e800e355bb3d1eb3d69bf79bdb962a656f312aa84e38680b0e2af3e67296e18830e2abbe730017a6848b3,Not active. VA is slashed
0xa72639c438d619b38e9441fa277cd5d5f0bf6c9ef5a88a1aab20a29c4acfda008153870e68edbe955d90227b27be66f4,Not active. VA is slashed
0xb6db7492bcdc918723c1895de3468d5802fc7134ae940833353fe202686dd6a44c12d67cb70867148955be1ca7b4f4ad,Not active. VA is slashed
0xa5a6f58bd559aab75ada117f39a00da421fd21e8dc018dda0caae6c5e51bd709409e6843d18df6c5bc643ff43b54077a,Not active. VA is slashed
0x92ce137b23f69e65996d433996a4cbbfe94722cfcef44374d064d9195dbee269a57ae46fc1020e6becf01dc79c326e88,Not active. VA is slashed
0xb8a52bd7bf121ce6c808cb64999759f0c9901c3d2852fbbe995ac5887bc42e32fb92a24e5c2171474c5db1e3d0034072,Not active. VA is slashed
0xa0cb772af707180a4540c333b10a88aa16062844477a472d725314f53ebdc84b55047098c79b7dc6d8cac28e8106e202,Not active. VA is slashed
