validator,status
0xb6d2102960d5025cfa313bf2a5b9cffbe5466d5ed339f9992b4363eec85025aa5ac98e3e37dc5139414202ee8e50ea06,Please check for a new committee set up
0x957ad213ed568a5f7db15046e26a9a08541aca781a6bb2f92ee1f612e365fcfa84de1a4b7b0af0bb76037f44c75bc10d,Your OP not working to archive consensus. Please check
0xb0dfb5f1e4756bbba6fb522df805c20dd27d0352203182f405ec5a98324f063f5c0ac696bbcdd1270e17ebc5e7178653,Your OP not working to archive consensus. Please check
0xb31f1457f9d1becdcdd683e87aa27412b134fa0ee68b7229dcfdf8bdbba5e6108e690ab284226e07df03b6aceebb298d,Your OP not working to archive consensus. Please check
0x8fb63411014aded3f64ad3472619680d3c5596d244fd4c427883cfb8bc61abc5eab054f430b2fd42e8c4a5abb105907a,Your OP not working to archive consensus. Please check
0x902dfc379e322c33f79ca27c68bb7c921a86b0c832d6be914693c3a487454d12cc357f3457d95b4f92d53bdc78bb67c4,Your OP not working to archive consensus. Please check
0x85b1b631c18f2a82b189e14822b3b0dd4efa47a194bd96d9bcb45cbc6a3dd61775cf211f309a7a7d5a9e9181060e8850,Your OP not working to archive consensus. Please check
0x97d5860c9772b0269cd74cb295070c31af8e4ff303c9010e9a53606e613b2029f10f7744a7c9eec6d79c18ca32fb6b57,Your OP not working to archive consensus. Please check
0x830565981fc112b1c306cdfa13cb7db0d91bb255b052ed0fd0f86b6c1e2fd54b4414718928ecaa9226bc28548b98c00a,Your OP not working to archive consensus. Please check
0x834bc55cec945106d170f6ade21421f73a4afa0ca62f5cae4a4035b42470a5e4b18245513020e9575a599dc0bfc9d133,Your OP not working to archive consensus. Please check
0x85c4cf8325f1c8e321ab1f681e0547bdc7a0945913b2f8c8ac72b9274c653c265a84b87067be51b135061960e464e032,Your OP not working to archive consensus. Please check
0x86134c6177bed72ac5bea08f3670759fb6dba25766b25221c2fcb1bff1e1dab68151fe8975e4def6f10fb8651189572c,Your OP not working to archive consensus. Please check
0x86a9e14faa5606ad1c8f6f1cc777713aeb9b62c55dc85f52c3df6b64554ad43acae3d90076edf326778542c1af1101bb,Your OP not working to archive consensus. Please check
0x86cea84711853c288e08e96c3440bd0b1775401f801c2a16a62793c1c09ac4ac2d495c578fe9697b9559b4ffeddfc1b3,Your OP not working to archive consensus. Please check
0x86f9810bb2ba3386ace3f77d7cccef25d30885cd77c82d6ff5329cf7244fcc61e7f37521343ea771221526a2c0955670,Your OP not working to archive consensus. Please check
0x89974d8f3f6f16084a1da7457f2a92938976190eb455dfa4286438b46a3616b0c381512c5800c6fb1b625e3e55a5c3a6,Your OP not working to archive consensus. Please check
0x8bb1f43397f93eb443dc141fdd0412b1bac8913739f110bccbc6469c625f2032ba19c75b5514808430c841db65790497,Your OP not working to archive consensus. Please check
0x8bda2a68166b638881a51f39f81db4af60a344433fb74fe25ffff5275938decdf7da6e0a973225eece1b895b402f71ed,Your OP not working to archive consensus. Please check
0x8c24a16b652dd1e07634d34a1965b20d51b48a200f50547a7e82a71de41360cc79291a6e9ecd932e9b95b9a721e9df20,Your OP not working to archive consensus. Please check
0x8c94e93d675be8a40e02b80101211ac0edd648dc2efe5735cbbffd371aed231f3bbc09f58a895bf48cdb87d01bfe8167,Your OP not working to archive consensus. Please check
0x8d1a2a43cc2d14f6897a77e9010c3b9972adc0985552c1164ae81684b42afd90623ef99475775016d91cb5efb582b539,Your OP not working to archive consensus. Please check
0x8d79a0771c69c6559fb691c6f10937bc3f8346c0289d0ab002ef651809aa2fbe3f9bcefa0534d78774492b0dd968b741,Your OP not working to archive consensus. Please check
0x8f67fd319491e919657c7dc56a599ec245577b771fd92d085fbde219f9cf1f4c6d4949e387f9107c43ff882ba92e1ebc,Your OP not working to archive consensus. Please check
0x8f7b3433955a43280241237785d6b88b9f2c7edd049cd60dd156e6cee018c264fc3f50825711af3374cdfa45e42037be,Your OP not working to archive consensus. Please check
0x8fc384a1aadd7ff064382d2f94dd0d186b3fdb108109d2ccc51cbbc29bbde80890c6004dcde46c312b99cea434c26524,Your OP not working to archive consensus. Please check
0x912b814ac2054e144b6c97705d8bc4f38a92804832fbe1ff3aaef275810633ad6e2e6ff41cc8767c786dff8fd8d9ae1c,Your OP not working to archive consensus. Please check
0x914aecc7cbe2fd7cec839a30e0c85387ed3b0fd42bfe9e5cea2265fb1f29b2fd7034a205cde3765caa1e6e4f5f7a9860,Your OP not working to archive consensus. Please check
0x934719393d692d132dd9b4158152200d4a0ee9837f56dc2aecc2737fada9c00750202a799dfa731b50c14b76f8263f11,Your OP not working to archive consensus. Please check
0x93a684cafa77ce2b25fca9a2c660fd336c9648aa5ef46f6a4065f077ccdd68fab05053e6ba2e3f91f0f565504d0882e0,Your OP not working to archive consensus. Please check
0x9675e84562aa6bb1d14135d9503b2f3d2f8a66f00f37eb8ee57e3290d75142b6b750ba36e7ecf791e0bd9978832f3190,Your OP not working to archive consensus. Please check
0x9712219ffceec329f00660809074283b754dc9cf3a369327c382c8937828da146b1dc992afb5438706b8a80fa47a5f2c,Your OP not working to archive consensus. Please check
0x97195ea368c9aa17dce8c4c727ddf61acf855f7404707281589ed7068d89fff6d26158d7b89aa526ad70afdd7f2371d2,Your OP not working to archive consensus. Please check
0x97b11e60274101e76a72419cda9dbbea9f5238b89a76a111e4a060b6ce8c531db8d3b67b55686b1904aed7510b687565,Your OP not working to archive consensus. Please check
0x980d9ebbee8c2afc56313fed22ef87de4bfe7bb7f7262ca47064931ce082281f6a4cd4986dd765747deb90e8288baea7,Your OP not working to archive consensus. Please check
0x994505589e524592064cd8bbad8360586609288c3f327e2dcb18d427fe9c3dc06302c434de388754c0138ec67b4cd044,Your OP not working to archive consensus. Please check
0x9983d49be6266d40de8fb35fb54b70c8ae9ee2a1a53ac09e67f142e37460bde7d0be931cb0d0d523f6cf6aad2b5122c1,Your OP not working to archive consensus. Please check
0xa1499836e74d3345e8161dd1617bfa43deb0db664b796a12be85d79688311f7ecdca80130da36a565cacb36963a7ca60,Your OP not working to archive consensus. Please check
0xa1e8ad453cac2e10ac7eb18dc06d2a4b3f28f6975d31a1967e4d4e70f7c30715d96068a1f2c3d4038f74630507743168,Your OP not working to archive consensus. Please check
0xa27f7321f9ab0a42a7efa6a37864b7765cefd32329a6462f1d9135b5e68d7a3b7f23347ccaea124037ff45d5f8f3c613,Your OP not working to archive consensus. Please check
0xa44661bc6f8ce41e1b641436db74111c4c90a763da8d4286a7528600ce32fdeb3ea68d6653be6feddcb8427c760dc5d3,Your OP not working to archive consensus. Please check
0xa741f06e0bb25ea25e8642676824fa36d58a3ca0e4d8e140632c778943c4620c718df2272c5d6451de18c232619670ea,Your OP not working to archive consensus. Please check
0xa7da4e0d54774033907257207e01c1406559362bc2a3d177d18aa358c7a844bafdab149736478abe1cd0876c3b625acc,Your OP not working to archive consensus. Please check
0xa862a76a5b720e6ef9cfcc1c4dfafadc32640e72db33a59042b0511bac30eec129e77fdba872e166adef04c727e762c7,Your OP not working to archive consensus. Please check
0xaa1062866a8a1ed5b776b7a34ed5419792853baf96c4fb078845927ba703e718a345f88951130994591b27fa30be465d,Your OP not working to archive consensus. Please check
0xaa1c0e73f8cb1def5626397bcc49bbb375469951cd7c953f788d3f670b17b72cb12ea5d2ffd053d8cfa3c7af07c529b8,Your OP not working to archive consensus. Please check
0xaa2d55c7b84ca2d20beac9762223eb5c52a1e9594b08d47005c8b9b0d72f611cbb2534f9d94b33abe4e1a2e8c47e414f,Your OP not working to archive consensus. Please check
0xab1c13b65ec97b5c2d12949b8f5a8a513d427bd0a70983d4a358b09fd16e759effcfb8669f89f44fac140c54e2175d0d,Your OP not working to archive consensus. Please check
0xabd81299c051335733b444055cecbb670387aebc616c2f7e15654322afaa413e7bf431d176efc128b7ec99c523868366,Your OP not working to archive consensus. Please check
0xabeecffb0baea8955cc207e24b82a57adf58de92c442b99bc078fa5cdf4cf23e476119b9b35456e29840775ef1006d11,Your OP not working to archive consensus. Please check
0xac1e959c705d0487d746407e350c98f479b325b53dbeddc00b8b7767090772f11c95ce2fa56e9ef391e63e25082d6f34,Your OP not working to archive consensus. Please check
0xacd9683cfd0e87f4f776aa482335d4d1ec2178168c525bab63204489a996d6d68761094e29f8cf9f5b7b345974e7732f,Your OP not working to archive consensus. Please check
0xad1215beaa5a443edbad58ab977103218c4a54aeadfccbf0c36d9a716750f49df6975f8b50ba9874a8b869aa29015f04,Your OP not working to archive consensus. Please check
0xb076e5637306255085a108e889d6eb1ae62c83594ba0ce3162f889a00d5f5367a3185dff24a8b50fd6046ad32d3fc8dd,Your OP not working to archive consensus. Please check
0xb42efaa17a59494f4aaa5945cbe6b3074d4c01d723f9b5ed57e22cb09a05088a3ecbc6319142d4d90409fed3a5a03717,Your OP not working to archive consensus. Please check
0xb54f81b03d1c97b715676e0ba8d7a7b3aa0ac7e6422f93a7ddabac1d2382556620374057f81f9d7730489c57cccd3659,Your OP not working to archive consensus. Please check
0xb6dfa9c1d2ca119d048b2fd6404ff1eae81bfbd63643b291f7cbe5747dc930409eaf1f4a718048b19a7a2fa57d19f85b,Your OP not working to archive consensus. Please check
0xb858e8673793b6dbacb740e9f725f11e34eb8cea694f4551d5b89a1ab46669b0060d1f0190950e3780666704131c0498,Your OP not working to archive consensus. Please check
0xb9de1bdcc7aa7f5a030a0eb78d3b34d110e017ec72ce843d73773658d32f33212d0a2fc5649a0190b8d7629400401767,Your OP not working to archive consensus. Please check
0xb7b0bda50082b91ae4a10b00460ef43fc8557cde4de13ab06531d54a7d39d1eb94015225ac0af2403608af8f7cab24e3,Your OP not working to archive consensus. Please check
0x8d424890ed69ac26f3e8ffa10411636676a845610ad6315add123eeb59fa464daaeb5753d0b3c578470719b4319b6d66,Your OP not working to archive consensus. Please check
